words;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14
omaha;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;1,69E-05;2,63E-06;6,25E-05;1,90E-05;4,02E-06;7,69E-05;2,20E-06;2,62E-06;2,03E-06
hprnd;5,17E-07;1,39E-06;4,28E-06;1,40E-05;1,24E-06;1,69E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
raini;8,28E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;4,52E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
alarm;5,17E-07;1,39E-06;4,28E-06;0,000453278;3,84E-05;2,82E-06;2,63E-06;0,000121115;1,73E-06;6,44E-05;1,37E-06;2,42E-05;5,50E-05;1,22E-05
dream;0,000341872;1,53E-05;4,28E-06;0,000128599;0,000162108;0,000285025;2,63E-06;3,91E-06;0,00020088;2,41E-05;2,88E-05;2,20E-06;2,62E-06;2,03E-06
torso;5,17E-07;1,39E-06;4,28E-06;7,64E-06;1,24E-06;3,10E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;1,22E-05
impos;0,000153093;1,39E-06;4,28E-06;1,27E-06;8,17E-05;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;0,000156231;2,62E-06;2,03E-06
craze;5,17E-07;1,39E-06;4,28E-06;2,04E-05;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
brass;5,17E-07;1,39E-06;4,70E-05;1,27E-06;1,98E-05;0,000200364;2,63E-06;0,00010158;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;1,22E-05
hooey;8,28E-06;1,39E-06;4,28E-06;2,04E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
wasgo;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,36E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;8,23E-06;1,32E-05;2,62E-06;2,03E-06
kalki;1,34E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
thelp;5,17E-07;8,37E-06;4,28E-06;1,40E-05;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
elast;5,17E-07;1,39E-06;4,28E-06;1,40E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
allah;0,000142749;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
titan;3,10E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;0,000468457;0,000909617;3,91E-06;1,73E-06;4,02E-06;8,23E-06;2,20E-06;2,62E-06;8,34E-05
thiev;2,64E-05;1,39E-06;4,28E-06;7,64E-06;1,36E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
tocov;5,17E-07;8,37E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;4,62E-05;2,62E-06;2,03E-06
chuck;8,33E-05;7,81E-05;4,28E-06;0,000345052;1,24E-06;0,000101593;1,58E-05;3,91E-06;0,000304783;4,02E-06;4,94E-05;2,20E-06;2,62E-06;2,03E-06
flirt;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;1,57E-05;2,03E-06
bidzo;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;2,20E-05;2,20E-06;2,62E-06;2,03E-06
nicad;5,17E-07;2,93E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;4,30E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
idbsu;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;5,29E-05
excel;0,00010913;0,000357091;2,57E-05;0,000268656;1,24E-06;0,000115703;0,000134076;4,30E-05;0,000278807;0,000285772;0,000296441;0,000123225;2,62E-06;0,000235964
gomez;5,17E-07;1,53E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;5,37E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;3,25E-05
rambo;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
allth;4,19E-05;3,63E-05;4,28E-06;1,27E-06;1,36E-05;5,93E-05;2,63E-06;8,20E-05;2,77E-05;4,02E-06;8,23E-06;1,32E-05;1,57E-05;5,29E-05
mayor;1,60E-05;1,39E-06;4,28E-06;1,27E-06;9,40E-05;1,69E-05;2,63E-06;3,91E-06;3,64E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;1,22E-05
papal;3,67E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
kazel;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;8,20E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
luser;5,69E-06;8,37E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;2,41E-05;1,37E-06;2,20E-06;2,88E-05;2,03E-06
myown;3,10E-06;1,39E-06;4,28E-06;1,40E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,43E-05;1,51E-05;2,20E-06;2,62E-06;1,22E-05
evalu;3,15E-05;2,23E-05;2,57E-05;3,95E-05;1,24E-06;3,10E-05;2,63E-06;3,91E-06;9,70E-05;4,02E-06;0,000220958;0,000332266;8,13E-05;8,34E-05
twork;3,10E-06;1,53E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;4,19E-05;2,03E-06
aaron;0,000166023;0,000168781;4,28E-06;1,27E-06;1,24E-06;0,000115703;2,63E-06;0,000453205;0,000244173;4,02E-06;8,23E-06;2,20E-06;2,62E-06;1,22E-05
commi;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;2,41E-05;8,23E-06;2,20E-06;2,62E-06;2,03E-06
dwelt;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,89E-05;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
golan;5,17E-07;3,63E-05;4,28E-06;1,27E-06;6,31E-05;1,69E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
idaho;5,17E-07;1,39E-06;4,28E-06;2,67E-05;1,24E-06;2,82E-06;2,63E-06;2,34E-05;4,50E-05;4,02E-06;1,37E-06;0,000156231;2,62E-06;2,03E-06
sybas;5,17E-07;1,39E-06;4,28E-06;1,40E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;5,29E-05
whenw;5,17E-07;1,39E-06;4,28E-06;7,64E-06;7,42E-06;2,82E-06;2,63E-06;3,91E-06;1,90E-05;4,02E-06;1,37E-06;2,20E-06;1,57E-05;2,03E-06
frame;6,00E-05;0,000280372;4,28E-06;0,0001095;1,24E-06;0,000143923;4,21E-05;8,20E-05;0,000114294;0,000144898;0,00046113;2,20E-06;0,000854533;0,000449552
rajan;5,17E-07;2,93E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
laser;5,17E-07;0,000587247;4,28E-06;0,000236825;1,24E-06;0,000129813;9,46E-05;2,34E-05;1,73E-06;4,02E-06;9,06E-05;2,20E-06;2,62E-06;0,000246135
markp;2,64E-05;8,37E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,24E-05
front;9,62E-05;0,000357091;4,28E-06;0,001223596;0,000545721;1,69E-05;1,58E-05;2,34E-05;0,000183563;4,02E-06;0,000111165;4,62E-05;2,88E-05;7,32E-05
diana;5,17E-07;1,39E-06;4,28E-06;1,27E-06;0,000193044;2,82E-06;2,63E-06;8,20E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;4,27E-05
jplee;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;9,70E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
youus;3,10E-06;2,93E-05;4,28E-06;1,27E-06;1,24E-06;1,69E-05;4,21E-05;3,91E-06;1,73E-06;4,02E-06;1,51E-05;2,20E-06;2,62E-06;1,22E-05
asfor;5,17E-07;1,39E-06;2,57E-05;7,64E-06;7,42E-06;1,69E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;1,57E-05;2,03E-06
abrog;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,98E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
stank;1,09E-05;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
allow;0,000471174;0,000705812;4,28E-06;0,000166796;0,000527159;0,000158034;0,000278669;0,000238323;0,000547224;0,000990139;0,001373783;0,000134227;0,000422024;0,000693653
msslc;5,17E-07;8,37E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;2,20E-05;2,20E-06;2,62E-06;2,03E-06
incas;5,17E-07;1,53E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;8,23E-06;1,32E-05;2,62E-06;2,03E-06
fsspr;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;3,10E-05;2,63E-06;8,20E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
spoof;5,17E-07;1,39E-06;4,28E-06;7,64E-06;1,24E-06;7,34E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;1,57E-05;2,03E-06
biden;5,17E-07;1,39E-06;4,28E-06;1,27E-06;0,00024873;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
unico;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;4,25E-05;2,20E-06;2,62E-06;2,03E-06
taxat;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,42E-05;2,62E-06;2,03E-06
lusso;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;4,62E-05;2,62E-06;2,03E-06
ivori;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;4,27E-05
becom;0,000988378;0,00018273;4,28E-06;0,000338685;0,000403413;2,82E-06;0,000567853;0,000355531;0,000365393;0,000124774;0,000179786;0,000728345;0,000238535;0,00018511
jburk;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;8,13E-05;2,03E-06
finou;2,12E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
incit;5,17E-07;1,39E-06;4,28E-06;1,27E-06;0,000106422;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
peddl;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
agora;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,000160184;1,73E-06;4,02E-06;8,23E-06;2,20E-06;2,62E-06;2,03E-06
clint;5,17E-07;8,37E-06;4,28E-06;7,64E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
judah;1,86E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
middl;0,000230673;0,000189704;2,57E-05;0,000154064;0,00057047;0,000285025;0,000173511;3,91E-06;0,000218197;4,02E-06;8,23E-06;7,92E-05;0,000159897;2,03E-06
koala;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;1,69E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;4,19E-05;2,03E-06
mikec;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;0,000228584;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
greek;0,000489276;1,39E-06;4,28E-06;1,27E-06;0,002705094;2,82E-06;2,63E-06;0,000160184;1,73E-06;4,02E-06;4,25E-05;2,20E-06;2,62E-06;2,03E-06
dayof;8,28E-06;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
hydra;3,10E-06;1,39E-06;2,57E-05;1,40E-05;1,36E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;6,44E-05;2,20E-05;2,20E-06;2,62E-06;2,03E-06
wield;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;4,52E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
imean;1,34E-05;8,37E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;2,77E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
helio;1,09E-05;3,63E-05;2,57E-05;1,27E-06;1,24E-06;3,10E-05;2,63E-06;2,34E-05;1,90E-05;4,02E-06;2,20E-05;4,62E-05;0,000146791;7,32E-05
below;9,62E-05;0,0002455;4,28E-06;0,000351418;0,000143546;0,000101593;0,000410116;0,000316462;0,000348076;0,001110888;0,000516026;0,000178235;0,000304067;0,000195281
balsa;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;6,44E-05;1,37E-06;2,20E-06;2,62E-06;2,03E-06
vacat;8,28E-06;1,53E-05;2,57E-05;1,27E-06;1,24E-06;1,69E-05;2,63E-06;0,000257858;2,77E-05;2,41E-05;1,37E-06;3,52E-05;1,57E-05;1,22E-05
andbi;8,28E-06;1,39E-06;4,28E-06;7,64E-06;1,24E-06;1,69E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
mingl;8,28E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
kaleb;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;2,20E-05;2,20E-06;9,44E-05;2,03E-06
again;0,001355594;0,000838326;4,28E-06;0,001051707;0,001251075;0,000524897;0,000515274;3,91E-06;0,001439061;8,45E-05;1,37E-06;0,00010122;0,000474449;0,000907242
begat;1,34E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
kinet;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;4,52E-05;1,58E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
kibel;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;5,50E-05;2,03E-06
ssave;5,17E-07;1,39E-06;4,28E-06;0,000198627;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
bayur;5,17E-07;1,39E-06;4,28E-06;1,27E-06;2,60E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
rizvi;5,17E-07;1,39E-06;4,28E-06;1,27E-06;3,84E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
dwarf;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;0,00022609;3,91E-06;7,10E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
alejo;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;5,93E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
deign;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;6,25E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
avali;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;1,57E-05;0,000113914
kindr;3,10E-06;1,39E-06;4,28E-06;7,64E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
sccsi;5,17E-07;1,39E-06;4,28E-06;3,31E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;2,41E-05;1,37E-06;2,20E-06;2,62E-06;1,22E-05
first;0,001655573;0,001340484;4,28E-06;0,001567374;0,002717469;0,002655529;0,002723592;3,91E-06;0,003820178;0,001875629;0,000838543;0,000981395;0,001509849;0,001273393
anglo;5,17E-07;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;0,000160184;1,73E-06;4,02E-06;8,23E-06;2,20E-06;2,62E-06;2,03E-06
idiom;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;6,25E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
pluse;5,17E-07;5,72E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;8,23E-06;2,20E-06;2,62E-06;2,03E-06
state;0,00137111;0,001235868;4,28E-06;0,000758859;0,002606097;3,10E-05;0,000567853;0,001175988;0,000278807;2,41E-05;0,000591509;0,004161028;0,000356492;0,000246135
ultra;5,17E-07;0,000189704;4,28E-06;4,58E-05;3,22E-05;4,52E-05;2,89E-05;4,30E-05;1,73E-06;2,41E-05;3,57E-05;1,32E-05;2,62E-06;0,000805533
close;0,000313426;0,000371039;4,28E-06;0,00036415;0,001554253;0,000694219;0,00125138;0,000785294;0,000806982;0,000386396;0,000241544;0,000409281;0,000395811;0,000317331
toliv;1,09E-05;1,39E-06;4,28E-06;2,67E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
locus;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;3,10E-05;2,63E-06;0,000238323;5,37E-05;4,02E-06;6,31E-05;2,20E-06;2,62E-06;2,03E-06
ohmit;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,000238323;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
novel;4,45E-05;1,39E-06;2,57E-05;1,40E-05;1,24E-06;4,52E-05;2,63E-06;0,000218788;1,73E-06;8,45E-05;0,000172924;3,52E-05;2,62E-06;0,000520749
janus;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;9,02E-05;2,62E-06;2,03E-06
mutch;5,17E-07;1,39E-06;4,28E-06;1,40E-05;1,24E-06;2,82E-06;4,21E-05;2,34E-05;1,90E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
truce;5,17E-07;1,39E-06;4,28E-06;1,27E-06;2,60E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
freud;1,09E-05;1,39E-06;4,28E-06;2,04E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,88E-05;2,03E-06
snoth;5,17E-07;1,39E-06;4,28E-06;2,67E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
adder;5,17E-07;1,39E-06;4,28E-06;3,95E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,90E-05;4,02E-06;8,23E-06;2,20E-06;2,62E-06;2,03E-06
ljone;5,17E-07;5,72E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
chade;8,28E-06;1,39E-06;2,57E-05;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
cobol;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;2,88E-05;2,20E-06;2,62E-06;2,03E-06
shrug;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;8,23E-06;2,20E-06;2,62E-06;1,22E-05
xterm;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;3,57E-05;2,20E-06;0,004996134;2,03E-06
sarki;5,17E-07;1,39E-06;4,28E-06;1,27E-06;2,60E-05;2,82E-06;4,21E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
petri;8,84E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;1,57E-05;2,24E-05
largo;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;2,88E-05;2,20E-06;2,62E-06;2,03E-06
login;5,17E-07;5,72E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;0,000344475;2,20E-06;0,000815214;0,000144426
asham;2,64E-05;1,39E-06;4,28E-06;1,27E-06;0,000106422;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;8,23E-06;2,20E-06;2,62E-06;2,03E-06
sidon;3,10E-06;1,39E-06;4,28E-06;1,27E-06;1,98E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
jbotz;5,17E-07;1,53E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,51E-05;6,82E-05;2,62E-06;2,03E-06
dosom;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;2,20E-05;2,20E-06;1,57E-05;2,03E-06
billq;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,000218788;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
group;0,001275427;0,000378014;4,28E-06;0,000446912;0,001461444;0,000186254;0,000594143;0,000902502;0,000148928;0,000849265;0,002396229;0,002015601;0,000356492;0,001619203
shard;5,17E-07;1,39E-06;4,28E-06;1,40E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,24E-05
gazan;5,17E-07;1,39E-06;4,28E-06;1,27E-06;0,000496223;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
verif;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,36E-05;2,82E-06;1,58E-05;3,91E-06;1,73E-06;4,02E-06;4,25E-05;6,82E-05;2,62E-06;2,24E-05
artic;5,17E-07;1,39E-06;4,28E-06;2,04E-05;1,24E-06;7,34E-05;1,58E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
toour;5,17E-07;8,37E-06;4,28E-06;1,27E-06;1,36E-05;2,82E-06;1,58E-05;2,34E-05;1,73E-06;4,02E-06;8,23E-06;2,20E-06;2,62E-06;2,03E-06
shred;4,45E-05;1,39E-06;4,28E-06;1,27E-06;1,98E-05;5,93E-05;1,58E-05;6,25E-05;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
tofix;3,10E-06;1,39E-06;4,28E-06;7,64E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,24E-05
aflam;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;7,34E-05;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
susan;2,12E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,000238323;1,73E-06;4,02E-06;2,20E-05;4,62E-05;2,62E-06;2,24E-05
