Words;T1_lev1;T2_lev1;T3_lev1;T4_lev1;T5_lev1;T6_lev1;T7_lev1;T8_lev1;T9_lev1;T10_lev1;T1_lev2;T2_lev2;T3_lev2;T4_lev2;T5_lev2;T6_lev2;T7_lev2;T8_lev2;T9_lev2;T10_lev2;T11_lev2;T12_lev2;T13_lev2;T14_lev2;T15_lev2;T16_lev2;T17_lev2;T18_lev2;T19_lev2;T20_lev2;T21_lev2;T22_lev2;T23_lev2;T24_lev2;T25_lev2;T26_lev2;T27_lev2;T28_lev2;T29_lev2;T30_lev2;T32_lev2;T33_lev2;T34_lev2;T35_lev2;T36_lev2;T37_lev2
2189;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2190;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2191;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0
2192;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2193;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2194;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2195;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2196;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2197;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,07E-05;0;0
sham;7,94E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,01E-05;0;0;0;0;0;0;0;0,000219201;0;0;0;0;0;0;0;2,75E-05;0;0
2198;0;0;0;1,16E-05;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2199;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,63E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2200;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
2201;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rhss;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2202;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;1,88E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hodg;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;1,88E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2203;0;0;0;1,16E-05;0;0;0;0;0;0;2,76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2204;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;2,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2205;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;2,46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2206;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0;0;0;0;0;0;0
2207;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,45E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kuch;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,45E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2208;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2209;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0
lucc;0;4,51E-05;0;0;0;0;0;0;0;0;0;0,000226632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
unus;0;2,10E-05;0;0;0;0;1,76E-16;0;0;8,85E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,38E-05;0;0;0;0;0;0;0;3,12E-05;8,41E-05;0;0;0;0
2210;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;2,46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2211;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;5,89E-10
2212;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,45E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2213;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2214;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,89E-15;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2215;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
foxo;0,000105856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000228849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gata;2,31E-05;0;4,27E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,26E-05;0;0;0;0;0;0;0;0;0;0;8,89E-05;0;0;0;0;0;0;0;0;0
2216;0;0;0;1,16E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,06E-05;0
daxu;0;0;0;1,16E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,06E-05;0
2217;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,66E-05;0;0;0
2218;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;1,07E-08;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2219;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,19E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2220;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2221;0;0;0;1,16E-05;0;0;0;0;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
scgm;0;0;0;8,15E-05;0;0;0;0;0;0;0;0;0;0;0,000206676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2222;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;1,97E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2223;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;1,88E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2224;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tmjs;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2225;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2226;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2227;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2228;8,81E-06;0;0;0;0;0;9,35E-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,67E-08;0;0;2,44E-05
2229;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bfpa;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
efpa;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2230;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,51E-05;0;0;0;0;0;0;0;0
padj;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,51E-05;0;0;0;0;0;0;0;0
2231;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45E-05
irid;6,17E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00020901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2232;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2233;1,77E-16;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2234;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;2,92E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,52E-06;0;0;0;0;0;0;0;0;0;0
2235;0;0;1,26E-05;0;0;0;0;0;0;0;2,76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fray;0;0;1,26E-05;0;0;0;0;0;0;0;2,76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2236;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2237;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,26E-05;0;0;0;0;0
2238;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,06E-05;0
2239;0;6,44E-06;0;0;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2240;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45E-05
weir;0;0;0;0;0;0;0,000118083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000391701
2241;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;1,97E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2242;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,26E-05;0;0;0;0;0
2243;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;1,88E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2244;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2245;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cbpr;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2246;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2247;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2248;0;0;0;0;0;7,36E-06;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2249;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
2250;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sost;3,02E-05;0;0;0;0;1,89E-05;0;0;0;0;0;0;0;0;0;0;0;0;9,64E-05;0;0;0;0;0;0;0;0;3,97E-05;0;0;0;0;0;0;0;0;0;5,29E-14;0;0;0;0;0;0;0;0
2251;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
2252;0;6,44E-06;0;0;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
crui;0;2,62E-05;0;0;0;0;1,43E-05;0;0;0;0;2,82E-05;0;0;0;0;0;0;0;0;0;0;0;1,27E-06;0;0;0;0;0;0;0;3,37E-05;0;0;0;0;0;0;0;0;0;0;0,000146033;0;0;2,33E-05
2253;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2254;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
htra;9,70E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000209779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2255;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0
2256;0;0;0;1,16E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2257;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,62E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2258;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2259;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,19E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2260;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45E-05
2261;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2262;0;0;0;1,16E-05;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
riia;0;0;0;1,16E-05;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2263;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;4,00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2264;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0
camb;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0
phil;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0
2265;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2266;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,24E-05;0;0;0;0;0;0;0;4,19E-15;0;0;0;0;0
2267;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2268;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lcds;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2269;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0
dace;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0
wwps;0;3,22E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000141165;0;0;0;0
2270;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2271;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0
2272;0;6,44E-06;0;0;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2273;0;0;0;0;0;0;0;7,02E-06;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2274;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,63E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2275;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,01E-05;0;0;0;0;0;0;0;0;0;0;0
2276;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;1,97E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
icnn;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;1,97E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2277;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,07E-05;0;0
efsa;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,07E-05;0;0
2278;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,07E-05;0;0
2279;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;2,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2280;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,62E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2281;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rgos;0;0;0;5,81E-05;0;0;6,85E-08;0;0;1,01E-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000169015;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2282;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
napl;0;5,19E-10;0;3,72E-05;5,00E-06;5,42E-06;0;8,15E-06;0;0;0;0;0;0;0;0;0;0;0;0,00016452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,42E-05;0;0
2283;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,19E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
goat;0;3,32E-05;7,21E-05;0;4,51E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000182154;0;0;0;0;0;3,30E-05;0,000197488;0;0;0;0;0;0;0;0;0;0,000105317;0;0;0;0;0;0;0;0;0
2284;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,79E-05;0;0;0;0;0;0;0
